,Period,PersonID,Activity,WorkHours,WorkAmount,WIPFees,BillHours,BillAmount,ARFees,WUpDown,FeesCollected,WOff,Month,Year
1440,32023,7036,555533,0.0,0.0,0.0,1.9,0.0,0.0,-674.5,0.0,0.0,3,2023
1441,12023,7069,547184,0.0,0.0,0.0,0.4,86.0,13.8,0.0,84.33,0.0,1,2023
1442,22023,7853,626417,8.08,2868.4,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1443,32023,7189,568856,0.0,0.0,0.0,1.7,765.0,0.0,0.0,0.0,0.0,3,2023
1444,32023,7700,558361,2.0,262.51,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1445,12023,6962,558361,0.0,0.0,0.0,0.2,0.0,0.0,-19.7,0.0,0.0,1,2023
1446,32023,7094,552562,14.9,9536.0,0.0,7.3,0.0,0.0,-4672.0,0.0,0.0,3,2023
1447,32023,7412,548843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.5,0.0,3,2023
1448,22023,7621,558361,2.5,350.0,0.0,2.7,0.0,0.0,-287.25,0.0,0.0,2,2023
1449,12023,7706,539426,0.6,135.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1450,22023,7036,565463,0.0,0.0,0.0,0.0,0.0,0.0,-816.5,0.0,0.0,2,2023
1451,22023,7446,549779,0.4,296.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1452,32023,7446,567475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.14,0.0,3,2023
1453,22023,7549,568301,0.3,172.5,0.0,1.9,1092.5,0.0,0.0,0.0,0.0,2,2023
1454,32023,7598,536923,1.0,1400.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1455,12023,6907,536932,9.8,4748.1,0.0,7.7,3361.05,0.0,0.0,20.75,0.0,1,2023
1456,12023,7598,558361,7.5,2394.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1457,12023,6956,536932,0.8,292.64,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1458,22023,7015,555675,0.2,110.0,0.0,1.9,1045.0,0.0,0.0,0.0,0.0,2,2023
1459,32023,1461,558260,2.3,181.13,0.0,0.0,0.0,0.0,0.0,2909.41,0.0,3,2023
1460,22023,6880,536932,39.8,6769.98,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1461,22023,7854,536932,2.0,693.6,0.0,1.0,346.8,0.0,0.0,125.7,0.0,2,2023
1462,12023,7813,567456,4.1,2132.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1463,12023,7641,536932,0.0,0.0,0.0,0.9,595.35,0.0,0.0,343.77,0.0,1,2023
1464,32023,7015,555675,0.0,0.0,0.0,0.3,0.0,0.0,-165.0,880.0,0.0,3,2023
1465,12023,6872,545372,2.0,680.0,0.0,5.0,1260.0,0.0,0.0,252.0,0.0,1,2023
1466,22023,7565,556661,0.0,0.0,0.0,26.9,18157.5,0.0,2970.0,2250.0,0.0,2,2023
1467,32023,7825,561246,4.0,2900.0,0.0,9.8,7105.0,271.98,-362.5,6356.35,14.55,3,2023
1468,12023,7484,558361,158.0,63642.4,0.0,0.0,0.0,0.0,-46926.2,0.0,0.0,1,2023
1469,12023,7545,567082,8.0,3520.0,0.0,1.8,856.65,0.0,64.65,0.0,0.0,1,2023
1470,32023,7681,626417,1.0,785.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1471,12023,6853,558199,12.2,1952.0,0.0,16.2,2592.0,0.0,0.0,0.0,0.0,1,2023
1472,22023,7422,562643,7.3,3869.07,0.0,8.2,4346.05,0.0,0.0,1219.0,0.0,2,2023
1473,22023,6953,562643,5.0,1600.0,0.0,245.8,78656.0,0.0,0.0,0.0,0.0,2,2023
1474,12023,6975,558552,0.0,0.0,0.0,0.4,78.5,0.0,38.5,72.14,0.0,1,2023
1475,22023,7237,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,2,2023
1476,22023,7340,536932,0.0,0.0,0.0,3.5,641.9,0.0,0.0,12.05,0.0,2,2023
1477,32023,6907,558361,29.8,12751.68,0.0,24.2,11223.6,0.0,0.0,12285.4,0.0,3,2023
1478,32023,7278,536932,-0.5,-201.9,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1479,32023,7004,536932,-62.3,-11837.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1480,32023,7257,562643,3.6,738.0,0.0,0.0,0.0,0.0,0.0,1766.33,0.0,3,2023
1481,32023,7446,568873,0.0,0.0,0.0,2.6,1560.0,0.0,0.0,1140.0,0.0,3,2023
1482,22023,7727,568140,23.1,12751.19,0.0,7.2,3974.38,0.0,-441.6,276.0,0.0,2,2023
1483,22023,7334,536932,2.7,459.27,0.0,0.0,0.0,0.0,0.0,5.62,0.0,2,2023
1484,22023,7648,552867,0.0,0.0,0.0,0.8,144.73,0.0,-119.27,0.0,0.0,2,2023
1485,12023,7675,568794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12480.0,0.0,1,2023
1486,12023,7524,558361,2.2,267.49,0.0,1.7,0.0,0.0,-206.7,0.0,0.0,1,2023
1487,12023,6915,536932,0.0,0.0,0.0,0.2,39.72,0.0,4.72,561.14,0.0,1,2023
1488,22023,7786,561246,4.4,2530.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1489,32023,7036,556351,0.0,0.0,0.0,1.5,0.0,0.0,-532.5,0.0,0.0,3,2023
1490,22023,7334,536932,19.2,3436.8,0.0,7.9,890.52,0.0,-523.58,0.0,0.0,2,2023
1491,22023,7510,626417,2.0,1950.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1492,22023,6975,558552,0.0,0.0,0.0,0.2,26.5,0.0,2.5,0.0,0.0,2,2023
1493,32023,7463,558686,4.1,1025.0,0.0,0.0,0.0,0.0,0.0,549.47,0.0,3,2023
1494,32023,7621,558361,11.6,1421.0,0.0,14.1,0.0,0.0,-1926.75,0.0,0.0,3,2023
1495,32023,7018,559346,0.0,0.0,0.0,0.4,220.0,0.0,0.0,0.0,0.0,3,2023
1496,12023,7598,568631,0.0,0.0,0.0,0.6,315.02,0.0,0.0,2310.0,0.0,1,2023
1497,12023,7804,558552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.63,0.0,1,2023
1498,22023,7700,558361,2.5,375.0,0.0,2.4,0.0,0.0,-273.61,0.0,0.0,2,2023
1499,32023,7385,566309,8.4,3780.0,0.0,1.1,495.0,0.0,0.0,1170.0,0.0,3,2023
1500,32023,6907,536932,95.3,46172.85,0.0,0.0,0.0,0.0,0.0,45.97,0.0,3,2023
1501,12023,7262,565798,0.0,0.0,0.0,0.2,102.0,0.0,0.0,0.0,0.0,1,2023
1502,12023,6915,536932,5.8,1038.2,0.0,3.3,655.34,0.0,77.84,868.86,0.0,1,2023
1503,12023,7545,567082,1.6,704.0,0.0,1.6,761.47,0.0,57.47,0.0,0.0,1,2023
1504,22023,7020,567082,0.0,0.0,0.0,0.4,65.47,0.0,-20.53,255.8,0.0,2,2023
1505,32023,7748,626416,1.5,930.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1506,32023,7748,626416,1.5,930.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1507,22023,7825,562643,19.7,15464.55,0.0,11.2,21233.43,0.0,12441.39,87623.8,0.0,2,2023
1508,12023,7675,546387,20.7,14179.5,0.0,16.5,11302.5,0.0,0.0,15138.5,0.0,1,2023
1509,12023,7446,569354,0.4,290.01,0.0,4.4,3190.0,0.0,0.0,4567.5,0.0,1,2023
1510,22023,7022,536932,0.0,0.0,0.0,20.5,10225.4,0.0,0.0,0.0,0.0,2,2023
1511,32023,7545,567082,0.4,176.0,0.0,0.66,289.6,0.0,-62.4,658.04,0.0,3,2023
1512,12023,6853,568230,0.0,0.0,0.0,0.8,164.0,0.0,0.0,861.0,0.0,1,2023
1513,32023,7756,562643,28.4,5822.22,0.0,22.03019,4516.19,0.0,-157.94,44099.78,0.0,3,2023
1514,32023,6872,626417,0.06,20.4,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1515,22023,6915,536932,4.1,733.9,0.0,0.5,90.68,0.0,1.18,103.41,0.0,2,2023
1516,12023,6962,558260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.82,0.0,1,2023
1517,22023,7446,567209,0.0,0.0,0.0,0.2,176.0,0.0,0.0,0.0,0.0,2,2023
1518,22023,6962,567959,0.0,0.0,0.0,0.4,72.0,72.0,-108.0,0.0,0.0,2,2023
1519,22023,7752,558361,6.6,866.24,0.0,3.6,472.5,0.0,0.0,136.8,0.0,2,2023
1520,32023,7804,558552,0.3,36.0,0.0,1.53,183.3,0.0,3.3,0.0,0.0,3,2023
1521,22023,7863,567536,1.8,891.0,0.0,1.1,544.5,544.5,0.0,0.0,0.0,2,2023
1522,32023,7018,569805,12.4,11966.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1523,22023,7262,548731,3.0,1407.0,1407.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1524,32023,1460,568843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.5,0.0,3,2023
1525,22023,6829,536932,0.0,0.0,0.0,0.2,24.43,0.0,-14.37,0.0,0.0,2,2023
1526,12023,7484,542863,1.8,891.0,0.0,3.2,1584.0,0.0,0.0,0.0,0.0,1,2023
1527,22023,6826,626417,0.4,142.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1528,32023,7825,567615,0.0,0.0,0.0,3.9,2232.76,2232.76,0.0,0.0,0.0,3,2023
1529,32023,6853,568230,4.9,1004.5,0.0,1.1,225.5,0.0,0.0,0.0,0.0,3,2023
1530,22023,7262,626415,1.5,1395.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1531,32023,7752,558361,0.0,0.0,0.0,20.6,0.0,0.0,-2348.4,0.0,0.0,3,2023
1532,32023,7015,548843,0.6,378.0,0.0,1.8,1134.0,0.0,0.0,118.66,12.6,3,2023
1533,12023,7238,548731,0.2,108.8,108.8,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1534,22023,7598,568782,26.0,13000.0,0.0,6.2,3100.0,0.0,0.0,0.0,0.0,2,2023
1535,32023,7446,544519,0.2,60.0,0.0,0.1,30.0,0.0,0.0,0.0,0.0,3,2023
1536,22023,7752,558361,0.0,0.0,0.0,1.2,157.5,0.0,0.0,0.0,0.0,2,2023
1537,12023,7189,566751,7.2,4320.0,0.0,0.9,574.42,574.42,56.92,0.0,0.0,1,2023
1538,22023,7752,558361,0.0,0.0,0.0,1.1,144.38,0.0,0.0,0.0,0.0,2,2023
1539,32023,7621,558361,0.0,0.0,0.0,3.6,0.0,0.0,-383.04,0.0,0.0,3,2023
1540,12023,7773,626415,11.2,4760.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1541,12023,7700,558686,0.6,135.0,0.0,1.9,427.5,0.0,0.0,0.0,0.0,1,2023
1542,12023,7740,549932,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,0.0,0.0,1,2023
1543,22023,7666,567885,0.9,421.2,0.0,0.0,0.0,0.0,0.0,514.8,0.0,2,2023
1544,22023,7752,558361,0.8,105.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1545,12023,7304,626415,2.0,1410.0,0.0,0.0,0.0,0.0,-3537.0,0.0,0.0,1,2023
1546,22023,7845,562643,0.0,0.0,0.0,0.1,16.32,0.0,-4.18,0.0,0.0,2,2023
1547,22023,7691,568805,1.0,695.08,0.0,1.3,445.27,0.0,-458.27,0.0,0.0,2,2023
1548,12023,7752,558361,1.0,131.27,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1549,12023,1460,568843,0.0,0.0,0.0,1.7,382.5,0.0,0.0,0.0,0.0,1,2023
1550,12023,7036,568161,1.9,332.5,0.0,0.0,0.0,0.0,-87.5,0.0,0.0,1,2023
1551,32023,7257,562643,16.3,3341.5,0.0,0.39001,79.23,0.0,-2.77,16.33,0.0,3,2023
1552,12023,7157,565760,4.4,770.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1553,12023,7454,626416,2.9,2552.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1554,32023,7360,626417,8.0,2720.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1555,32023,7848,626417,37.2,29946.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1556,22023,6975,558552,4.9,588.0,0.0,3.4,444.6,0.0,36.6,898.87,0.0,2,2023
1557,12023,1460,626417,0.6,225.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1558,32023,7621,626417,0.08,29.2,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1559,22023,7694,567249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8,0.0,2,2023
1560,32023,6890,548731,6.0,2207.97,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1561,32023,7687,556661,0.3,37.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1562,32023,7772,542163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3572.8,0.0,3,2023
1563,12023,7304,559765,7.3,4745.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1564,22023,7189,566751,5.5,3300.0,0.0,5.2,2560.22,2560.22,-559.78,0.0,0.0,2,2023
1565,22023,6854,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.95,0.0,2,2023
1566,32023,7412,544354,0.3,282.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1567,12023,1460,626417,5.8,3016.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1568,32023,7637,562643,4.0,2600.0,0.0,8.5,5526.79,0.0,-193.24,0.0,0.0,3,2023
1569,12023,6828,566751,1.5,648.0,0.0,0.7,198.13,198.13,19.63,0.0,0.0,1,2023
1570,12023,7694,567249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.2,0.0,1,2023
1571,12023,6956,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1,2023
1572,22023,7384,569242,0.0,0.0,0.0,2.0,655.0,0.0,0.0,0.0,0.0,2,2023
1573,32023,7779,567237,7.9,2528.0,0.0,10.5,3360.0,2528.0,0.0,0.0,0.0,3,2023
1574,12023,7446,557464,2.0,1760.0,0.0,0.0,0.0,0.0,0.0,1579.0,0.0,1,2023
1575,12023,6828,547184,0.6,447.0,0.0,0.0,0.0,0.0,0.0,613.88,0.0,1,2023
1576,22023,7748,626416,22.5,13950.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1577,32023,6828,547184,10.3,3759.49,0.0,0.0,0.0,0.0,0.0,1058.5,0.0,3,2023
1578,22023,7262,548731,0.3,140.7,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1579,12023,7706,569334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,1,2023
1580,32023,7238,548731,0.2,108.8,108.8,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1581,22023,7524,558361,0.0,0.0,0.0,1.5,0.0,0.0,-182.37,0.0,0.0,2,2023
1582,32023,7545,567082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.99,0.0,3,2023
1583,22023,7018,567391,2.3,1359.3,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1584,22023,7648,626417,1.2,426.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1585,22023,7001,536932,92.9,17121.47,0.0,43.6,8035.48,0.0,0.0,117.74,0.0,2,2023
1586,22023,6854,536932,0.0,0.0,0.0,4.2,2978.86,0.0,38.86,0.0,0.0,2,2023
1587,12023,6910,567239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,1,2023
1588,22023,6829,536932,0.1,19.4,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1589,32023,7565,567461,0.0,0.0,0.0,0.0,-135.0,365.0,0.0,0.0,0.0,3,2023
1590,32023,7658,544519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3,2023
1591,32023,7238,548731,0.4,217.6,217.6,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1592,12023,7687,558686,35.9,8077.72,0.0,22.1,4972.72,0.0,0.0,0.0,0.0,1,2023
1593,32023,7036,565876,1.3,162.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1594,32023,7681,567788,9.2,4830.0,0.0,7.0,3675.0,0.0,0.0,9082.5,0.0,3,2023
1595,12023,7681,567788,15.8,8295.0,0.0,1.5,787.5,0.0,0.0,0.0,0.0,1,2023
1596,22023,7157,567823,1.1,203.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1597,32023,1461,558361,0.5,39.39,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1598,32023,7011,558686,12.7,2667.0,0.0,0.0,0.0,0.0,0.0,9949.67,0.0,3,2023
1599,22023,7446,569298,2.4,2112.0,0.0,2.4,2112.0,0.0,0.0,5542.0,0.0,2,2023
1600,32023,7813,626417,23.0,20700.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1601,22023,7396,626416,4.5,1552.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1602,12023,7172,626417,0.11,39.05,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1603,12023,7522,548731,0.5,81.5,81.5,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1604,22023,1460,568389,1.5,292.52,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1605,12023,7015,555675,0.2,110.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1606,22023,7097,558361,0.3,139.12,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1607,22023,6905,626417,11.8,16520.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1608,22023,7687,546387,0.7,248.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1609,12023,7018,626417,6.2,5983.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1610,22023,7304,569743,0.0,0.0,0.0,3.3,2326.5,0.0,0.0,383.14,0.0,2,2023
1611,32023,6952,536932,0.5,85.05,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1612,22023,6953,558686,1.3,383.53,0.0,3.3,973.53,0.0,0.0,0.0,0.0,2,2023
1613,32023,6853,567392,4.7,1668.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1614,32023,7150,626417,31.0,31620.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1615,32023,6922,626417,36.0,33120.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1616,12023,7504,626417,15.0,3600.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1617,12023,7783,564607,0.0,0.0,0.0,0.6,384.0,0.0,0.0,0.0,0.0,1,2023
1618,32023,6976,626417,0.5,525.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1619,32023,6989,536932,11.9,2600.15,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1620,32023,1460,567780,0.1,38.51,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1621,12023,7752,558361,1.0,114.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1622,12023,7238,536932,0.0,0.0,0.0,0.4,333.63,0.0,39.63,0.0,0.0,1,2023
1623,22023,7015,626415,16.8,15708.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1624,32023,7700,558361,2.8,367.53,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1625,32023,7829,626417,0.9,319.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1626,12023,6910,626417,6.3,2236.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1627,32023,1460,567130,0.2,68.0,0.0,0.5,170.0,170.0,0.0,0.0,0.0,3,2023
1628,22023,6955,626417,13.6,18292.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1629,32023,7813,567456,0.6,312.0,0.0,0.0,0.0,0.0,0.0,1935.0,0.0,3,2023
1630,22023,7262,548731,2.0,938.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1631,32023,7177,569651,0.4,238.0,0.0,10.2,4760.0,0.0,-1309.0,0.0,0.0,3,2023
1632,32023,6958,547485,0.7,406.0,0.0,6.3,3654.0,0.0,0.0,0.0,0.0,3,2023
1633,22023,6834,626417,0.05,46.75,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1634,22023,7001,536932,2.5,460.75,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1635,12023,7484,557169,0.0,0.0,0.0,0.4,254.0,0.0,0.0,0.0,0.0,1,2023
1636,12023,7860,558462,0.7,437.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1637,22023,7549,569725,0.0,0.0,0.0,0.0,0.0,0.0,-714.0,0.0,0.0,2,2023
1638,32023,7752,566309,1.4,238.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1639,32023,7093,626417,0.5,530.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1640,22023,7666,555259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,2,2023
1641,32023,7754,626417,15.4,5467.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1642,32023,7666,567926,0.4,298.0,298.0,1.7,759.0,0.0,-425.0,0.0,0.0,3,2023
1643,12023,7779,567237,2.1,672.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1644,22023,7666,568904,5.6,4172.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1645,22023,7177,558361,1.2,636.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1646,22023,7486,569544,14.1,3877.51,0.0,7.7,2117.51,154.57,0.0,0.0,0.0,2,2023
1647,32023,7705,566569,96.1,7207.8,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1648,32023,7520,567701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,3,2023
1649,32023,7625,568605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10935.0,0.0,3,2023
1650,12023,7804,569067,0.0,0.0,0.0,0.4,140.0,0.0,0.0,0.0,0.0,1,2023
1651,12023,7542,542863,1.0,340.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1652,22023,7446,568870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.5,0.0,2,2023
1653,12023,7158,626416,1.5,532.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1654,12023,7015,626415,4.8,4488.0,0.0,0.0,0.0,0.0,-346.0,0.0,0.0,1,2023
1655,22023,7598,561831,0.0,0.0,0.0,1.0,875.0,0.0,0.0,262.5,0.0,2,2023
1656,12023,7598,626417,0.1,67.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1657,32023,7020,567082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1,0.0,3,2023
1658,22023,7524,558361,0.4,56.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1659,32023,7672,562976,4.2,2415.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1660,32023,7486,561421,5.3,1457.52,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1661,22023,7848,626417,0.7,563.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1662,32023,7435,538706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.5,0.0,3,2023
1663,12023,7150,626417,41.7,42534.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1664,32023,7542,547629,0.3,66.3,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1665,22023,7015,566251,0.0,0.0,0.0,0.2,115.0,0.0,0.0,115.0,0.0,2,2023
1666,12023,7340,536932,1.1,201.74,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1667,32023,7565,567823,0.2,102.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1668,32023,6828,566751,0.0,0.0,0.0,1.68,719.44,719.44,-144.64,0.0,0.0,3,2023
1669,22023,7018,567380,0.3,145.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1670,32023,7632,539426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.27,200.02,3,2023
1671,22023,7394,558361,4.5,1533.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1672,22023,6955,626417,0.8,1076.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1673,12023,7522,548731,0.6,97.8,97.8,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1674,12023,7513,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.55,0.0,1,2023
1675,12023,7549,569051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,1,2023
1676,12023,7700,558361,0.6,68.4,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1677,32023,7644,536932,0.1,18.43,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1678,32023,7496,626417,30.1,4656.47,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1679,12023,7804,558552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.21,0.0,1,2023
1680,32023,7446,554352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,3,2023
1681,22023,7022,542222,5.1,5253.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1682,32023,7863,549900,0.0,0.0,0.0,0.2,105.0,0.0,0.0,0.0,0.0,3,2023
1683,12023,7706,626417,13.0,2925.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1684,32023,7694,566036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,9.08,3,2023
1685,22023,1460,550106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.72,0.0,2,2023
1686,32023,6915,536932,2.4,429.6,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1687,22023,7311,564607,7.3,949.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1688,12023,7496,626417,3.2,1360.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1689,32023,7524,558361,1.4,196.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1690,12023,7097,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.64,0.0,1,2023
1691,12023,6828,566751,0.0,0.0,0.0,0.9,254.74,254.74,25.24,0.0,0.0,1,2023
1692,22023,7384,567380,0.3,102.0,0.0,0.4,136.0,0.0,0.0,0.0,0.0,2,2023
1693,12023,7694,566036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,1,2023
1694,32023,7648,626417,2.7,958.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1695,22023,7813,566331,2.5,1250.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1696,12023,7238,558361,13.7,5518.35,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
1697,32023,7520,556661,1.8,855.04,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
1698,22023,7694,626415,3.5,2782.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1699,22023,7394,558361,0.0,0.0,0.0,1.5,0.0,0.0,-478.79,0.0,0.0,2,2023
1700,22023,7752,558361,0.0,0.0,0.0,1.0,131.27,0.0,0.0,0.0,0.0,2,2023
1701,22023,7813,567456,1.8,936.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1702,22023,6952,564607,2.1,273.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
1703,12023,7446,544519,0.0,0.0,0.0,1.3,401.12,0.0,371.12,0.0,0.0,1,2023
